3.902, -3.728, 177.299
3.906, -3.722, 177.431
3.902, -3.710, 177.620
3.902, -3.710, 177.489
3.892, -3.716, 177.366
3.879, -3.728, 177.482
3.880, -3.718, 177.462
3.882, -3.716, 177.598
3.874, -3.739, 177.740
3.870, -3.741, 177.585
3.862, -3.744, 177.591
3.853, -3.737, 177.740
3.861, -3.742, 177.495
3.868, -3.739, 177.269
3.875, -3.736, 177.324
3.869, -3.737, 177.314
3.872, -3.740, 177.083
3.875, -3.741, 177.287
3.884, -3.731, 177.183
3.876, -3.736, 177.184
3.887, -3.728, 177.345
3.884, -3.725, 177.307
3.895, -3.725, 177.518
3.895, -3.716, 177.510
3.903, -3.718, 177.387
3.900, -3.720, 177.390
3.888, -3.709, 177.273
3.878, -3.722, 177.182
3.866, -3.737, 177.113
3.868, -3.750, 176.982
3.871, -3.748, 177.042
3.878, -3.738, 177.148
3.885, -3.723, 177.118
3.379, -4.472, 176.977
4.830, -4.581, 179.680
2.840, -5.554, 182.735
1.720, -5.907, 186.701
1.190, -6.399, 189.496
0.784, -7.523, 190.036
0.371, -9.069, 189.710
0.620, -9.201, 187.079
0.829, -8.177, 183.851
1.016, -6.081, 179.647
2.301, -5.182, 171.256
2.927, -4.804, 163.480
3.730, -4.586, 162.048
3.716, -4.480, 162.797
3.988, -4.560, 165.282
4.150, -4.422, 168.762
3.006, -5.390, 179.671
2.135, -6.819, 119.941
1.503, -7.161, 137.739
1.713, -6.724, 147.539
1.213, -6.297, 152.994
3.029, -5.531, 149.176
3.399, -4.968, 79.970
3.303, -4.734, 99.675
3.301, -4.448, 43.472
3.427, -4.031, 68.620
3.333, -4.144, 90.137
3.332, -4.217, 107.849
3.269, -4.273, 121.942
3.205, -4.248, 133.391
3.171, -4.285, 70.881
3.150, -4.331, 92.420
3.121, -4.378, 109.885
3.116, -4.366, 52.040
3.142, -4.517, 77.474
3.160, -4.624, 97.824
3.168, -4.771, 42.363
3.181, -4.760, -1.949
3.182, -4.763, -37.438
3.186, -4.752, 6.032
3.175, -4.738, 40.623
3.189, -4.737, -3.460
3.189, -4.724, 33.218
3.200, -4.716, -9.263
3.201, -4.693, -43.301
3.203, -4.650, -70.612
3.210, -4.556, -92.432
3.229, -4.515, -109.745
3.248, -4.478, -51.811
3.256, -4.461, -77.181
3.264, -4.475, -25.981
3.264, -4.463, 15.182
3.256, -4.439, 48.078
3.273, -4.474, 74.310
3.217, -4.655, 23.187
3.291, -4.741, 53.767
3.776, -4.213, 7.470
4.837, -4.159, -28.686
6.694, -4.142, -56.164
7.177, -4.211, -78.423
8.337, -3.957, -95.746
12.180, -5.405, -108.749
17.780, -6.638, -116.981
23.936, -7.335, -122.356
29.405, -7.987, -125.768
35.836, -8.509, -127.440
40.988, -9.339, -128.290
42.383, -10.273, -128.819
41.382, -9.862, -129.090
37.683, -7.659, -129.038
29.951, -6.698, -129.089
19.590, -5.163, -132.087
12.228, -5.170, -136.337
6.974, -4.597, -142.063
3.330, -3.183, -148.400
1.479, -3.360, -83.334
0.879, -3.148, -31.805
0.975, -2.568, 8.773
1.713, -0.664, 41.638
1.721, 1.033, 67.982
1.314, 2.367, 89.459
2.208, 6.931, 106.123
3.386, 18.323, 85.498
4.740, 41.194, 70.110
6.685, 52.062, 57.037
7.774, 48.985, 45.198
5.764, 39.048, 35.185
5.479, 7.052, -6.696
5.362, -19.220, -44.135
5.571, -38.394, -73.477
2.748, -49.078, -23.911
3.130, -57.290, 16.385
4.822, -53.362, -22.522
6.159, -38.500, -52.345
7.688, -6.027, -71.285
7.781, 15.488, -59.805
7.279, 27.204, -46.943
7.858, 30.793, -37.567
7.215, 16.119, -47.046
6.425, 6.762, -71.102
6.574, -1.318, -92.143
3.023, -6.764, -110.568
-3.510, -7.359, -56.045
-9.391, -4.411, -14.551
-12.385, -2.136, 16.570
-13.236, -1.531, 40.779
-12.770, -2.065, 61.182
-3.155, -8.156, 81.062
5.865, -11.418, 28.777
14.386, -14.943, -9.166
21.234, -15.068, -37.576
26.223, -15.067, -59.082
24.609, -15.720, -76.521
16.101, -13.734, -92.390
7.876, -9.473, -107.696
1.643, -6.358, -51.716
-3.155, -3.820, -10.311
-5.393, -4.411, 22.262
-6.375, -3.302, 47.641
