cUART is initialised - 115.2Kbps
TWI is initialised - 100Kbps
TIMER1 is initialised - 10Hz event
ID IMU: Who Am I = [0x68]
ID Magnetometer: Who Am I = [0x3D]
ID Barometer: Who Am I = [0xBD]
All initialized...
Three I2C device IDs are read...
Press any key to read Accelerometer data...
cUART is initialised - 115.2Kbps
TWI is initialised - 100Kbps
TIMER1 is initialised - 10Hz event
ID IMU: Who Am I = [0x68]
ID Magnetometer: Who Am I = [0x3D]
ID Barometer: Who Am I = [0xBD]
All initialized...
Three I2C device IDs are read...
0.019, -0.670, 1.644
0.037, -1.191, 3.258
0.042, -1.614, 4.869
0.050, -1.945, 6.467
0.072, -2.203, 8.061
0.083, -2.402, 9.609
0.103, -2.580, 11.146
0.105, -2.717, 12.678
0.109, -2.824, 14.212
0.111, -2.921, 15.710
0.113, -2.987, 17.200
0.115, -3.046, 18.685
0.109, -3.102, 20.150
0.115, -3.138, 21.579
0.119, -3.170, 23.013
0.110, -3.191, 24.423
0.120, -3.200, 25.804
0.114, -3.216, 27.195
0.108, -3.228, 28.558
0.102, -3.246, 29.911
0.100, -3.256, 31.247
0.096, -3.258, 32.571
0.101, -3.263, 33.882
0.107, -3.259, 35.157
0.116, -3.260, 36.452
0.116, -3.262, 37.712
0.109, -3.264, 38.961
0.112, -3.263, 40.202
0.116, -3.266, 41.432
0.109, -3.274, 42.648
0.111, -3.273, 43.858
0.105, -3.279, 45.038
0.111, -3.285, 46.221
0.112, -3.287, 47.391
0.119, -3.296, 48.536
0.109, -3.280, 49.678
0.109, -3.274, 50.817
0.122, -3.268, 51.935
0.124, -3.275, 53.048
0.120, -3.269, 54.153
0.121, -3.267, 55.243
0.118, -3.261, 56.315
0.126, -3.264, 57.382
0.130, -3.271, 58.427
0.130, -3.270, 59.477
0.120, -3.275, 60.508
0.119, -3.265, 61.527
0.123, -3.270, 62.546
0.123, -3.276, 63.568
0.116, -3.278, 64.574
0.112, -3.274, 65.561
0.103, -3.272, 66.511
0.109, -3.285, 67.469
0.111, -3.284, 68.434
0.108, -3.283, 69.385
0.112, -3.285, 70.315
0.103, -3.287, 71.239
0.104, -3.289, 72.152
0.105, -3.290, 73.056
0.114, -3.285, 73.951
0.114, -3.288, 74.840
0.107, -3.282, 75.717
0.110, -3.280, 76.594
0.109, -3.268, 77.453
0.117, -3.272, 78.294
0.121, -3.275, 79.138
0.118, -3.281, 79.975
0.121, -3.286, 80.802
0.122, -3.290, 81.620
